coffee_id,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method
1141,Guatemala,piamonte,11/23/0639,beneficio ixchel,11/23/0639,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69 kg,Asociacion Nacional Del Café,2017,August 22 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
1142,Nicaragua,asociación aldea global jinotega,,beneficio soppexcca,017/191/488,asociación aldea global jinotega,1250,jinotega,Asociación Aldea Global Jinotega,75,2 kg,Asociación de Cafés Especiales de Nicaragua,2014,March 30 2015,asociación aldea global jinotega,Caturra,,Washed / Wet
1143,Mexico,la cuchilla,,cafetalera la cuchilla,1104276076,,1300,veracruz,CIRO DE LA VEQUIA CESSA,250,1 kg,AMECAFE,2012,July 11 2012,sergio de la vequia bernardi,Typica,,Washed / Wet
1144,United States (Hawaii),,,,HDOA 220468 Kona Prime,kona pacific farmers cooperative,,kona,,12,100 lbs,Specialty Coffee Association,2012,April 5 2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry
1145,Guatemala,la esperanza,11/23/0507,beneficio ixchel,11/23/0507,"unex guatemala, s.a.",1901.64,oriente,"AGRICOLA EL PILAR, S.A.",25,69 kg,Asociacion Nacional Del Café,2016,June 22 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
1146,Taiwan,ka-vulungan coffee estate,,ka-vulungan coffee estate,Taiwan,"red on tree co., ltd.",1000,"taiwu township , pingtung county 屏東縣泰武鄉",Wei-Chieh ( Jack ) Hua,28,50 kg,Specialty Coffee Association,2014,March 21 2015,"lin, che-hao krude 林哲豪",Typica,,Natural / Dry
1147,Taiwan,baijiada coffee farm佰加達咖啡莊園,,baijiada coffee farm佰加達咖啡莊園,Taiwan,"red on tree co., ltd.",600,"baihe dist., tainan city 臺南市白河區",LIN REN FU 林人富,50,20 kg,Specialty Coffee Association,2013,July 28 2014,"lin, che-hao krude 林哲豪",Typica,,Washed / Wet
1148,Thailand,,,doi tung development project,10703510,doi tung development project,800,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2013,June 16 2014,doi tung development project,,,Washed / Wet
1149,Peru,,,,030-0595-0508,sustainable harvest,,huanuco,,320,5 lbs,Specialty Coffee Association,2013,January 23 2014,dane loraas,,,Washed / Wet
1150,Costa Rica,several,,coopeagri,5-066-038,the coffee source inc.,1100,brunca,Coopeagri,275,2 kg,Specialty Coffee Association,2013,September 23 2013,the coffee source inc.,Catuai,,Washed / Wet
1151,Mexico,union ramal santa cruz,,union ramal santa cruz,2496,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1 kg,AMECAFE,2013,March 29 2013,fredy gordillo reyes,Typica,,Washed / Wet
1152,Mexico,comonyaj noptic s de ss,,,0,comon yaj noptic s. de ss,1022,chiapas,COMONYAJ NOPTIC S DE SS,275,1 kg,AMECAFE,2013,March 29 2013,leonides de la cruz lopez,Bourbon,,Washed / Wet
1153,Mexico,various,,productores de cafes especiales sc,2406,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,380,1 kg,AMECAFE,2013,March 29 2013,calixto guillen vazquez,Bourbon,,Washed / Wet
1154,Mexico,peña negra,,"zaragoza itundujia, oaxaca",0,cafeorganico.mx,1450,zaragoza itundujia,MINERVA ZUÑIGA GARCIA,12,1 kg,AMECAFE,2012,September 14 2012,israel eduardo paz garcia,Bourbon,,Washed / Wet
1155,Mexico,el vergel,,amsa oaxaca,1405811686,ecomtrading,1050,pochutla,ANGEL GONZALES,250,1 kg,AMECAFE,2012,September 4 2012,alfredo bojalil,Typica,,Washed / Wet
1156,Guatemala,genuine antigua medina,,,FINCA MEDINA 11/11711/01-LOGO APCA,lusso coffee lab,,antigua,Jorge Bolanos,275,69 kg,Specialty Coffee Association,2012,July 23 2012,lusso lab,Bourbon,,Washed / Wet
1157,Mexico,finca monte grande,,,1506622214,cafe montegrande,1100,tuxtla gutierrez,ALFREDO MOISES CEJA,36,1 kg,AMECAFE,2012,June 6 2012,montegrande,Typica,,Washed / Wet
1158,Guatemala,la esmeralda,11/23/0508,beneficio ixchel,11/23/0508,"unex guatemala, s.a.",1219,oriente,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Café,2016,June 22 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
1159,El Salvador,la montaña,1,sociedad cooperativa de cafetaleros de ciudad barrios de r.l.,9,consejo salvadoreño del café,1250,cacahuatique,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,275,69 kg,Salvadoran Coffee Council,2016,March 23 2017,consejo salvadoreño del café,Bourbon,,Washed / Wet
1160,Thailand,,,doi tung development project,10703510,doi tung development project,800,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2013,June 16 2014,doi tung development project,,,Washed / Wet
1161,Guatemala,la castellana,,beneficio ixchel,11/23/0957,"unex guatemala, s.a.",1311,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69 kg,Asociacion Nacional Del Café,2013,June 27 2013,juan luis alvarado romero,Bourbon,,Washed / Wet
1162,Mexico,union ramal santa cruz,,union ramal santa cruz,2496,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1 kg,AMECAFE,2013,March 29 2013,fredy gordillo reyes,Typica,,Washed / Wet
1163,Mexico,el encinal,,en el progreso,1702807163,,975,"tenango de doria, hidalgo","GOMEZ GRANILLO, VERONICO",10,1 kg,AMECAFE,2012,September 27 2012,saul m. hernandez ramirez,Caturra,,Washed / Wet
1164,Mexico,consolapa,,,1104363350,ecomtrading,1264,"coatepec, coatepec",CECILIA AVILA CAMBEROS,253,1 kg,AMECAFE,2012,June 4 2012,alfredo bojalil,Mundo Novo,,Washed / Wet
1165,Thailand,doi tung development project,,,,,,,Doi Tung Development Project,5,1 lbs,Specialty Coffee Association,,April 9 2010,doi tung development project,Peaberry,,
1166,Mexico,tepetzingo,,monte blanco,1104379888,cafetera el grande s.a. de c.v.,1250,tepetzingo,ROGELIO JACOME MORALES,50,1 kg,AMECAFE,2012,September 17 2012,obed rendon ponce,Typica,,Washed / Wet
1167,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,August 30 2012,armando luis pohlenz martinez,Caturra,,Washed / Wet
1168,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0153,,1800,huila,,250,70 kg,Almacafé,4T/10,February 9 2011,exportadora de cafe condor s.a,,,
1169,Guatemala,la igualdad,,concepcion,11-194-0008,,1326,"chuva, san marcos",Federico Weller,223,69 kg,Specialty Coffee Association,2009/2010,January 13 2011,carl walker,,,
1170,Nicaragua,las nubes,,,017/176/160,cooperativa el gorrion r.l,1050,jinotega,Cooperativa de Servicio Múltiples el Gorrión R.L,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,July 6 2015,cooperativa el gorrion r.l,Caturra,,Natural / Dry
1171,Taiwan,su-zhen huang 黃素真,,黑咖啡道咖啡,none,blossom valley宸嶧國際,700,nantou,張素真,10,2 kg,Blossom Valley International,2014,May 23 2015,cqi taiwan icp cqi台灣合作夥伴,Typica,,Natural / Dry
1172,Colombia,,,trilladora boananza,68-0197,exportadora de cafe condor s.a,1550,cundinamarca,,250,70 kg,Almacafé,2013,June 21 2013,exportadora de cafe condor s.a,Caturra,,Washed / Wet
1173,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,August 1 2012,armando luis pohlenz martinez,Caturra,,Washed / Wet
1174,Mexico,casa blanca,,,145092,,1100,"coatepec, coatepec",MARIA DE LA LUZ SANCHEZ TODD,127,1 kg,AMECAFE,2012,July 11 2012,mario jose fernandez,Typica,,Washed / Wet
1175,Guatemala,el papaturro,,beneficio ixchel,11/23/0358,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2013,May 13 2014,juan luis alvarado romero,Bourbon,,Washed / Wet
1176,Guatemala,various,,las americas,11-951-136,outspan guatemala s.a.,1219,oriente,VARIOS,275,69 kg,Asociacion Nacional Del Café,2014,March 31 2014,juan luis alvarado romero,Other,,Washed / Wet
1177,Mexico,cre-leg l-4,,cre-leg beneficio,0,cafessisimo compañia s.a. de c.v.,800,xicotepec de juarez,ADRIANA TORRES RICO QUEVEDO,10,1 kg,AMECAFE,2012,September 11 2012,adriana torres rico quevedo,Typica,,Washed / Wet
1178,Cote d?Ivoire,cnra station of divo,Lot A 20170519,cnra station of divo,,royal 1750 coffee,200,cnra station of divo,CNRA,2,1 kg,Specialty Coffee Association,2016,June 6 2017,rre kunene,,,Washed / Wet
1179,Colombia,several,,spot,3-279-390,the coffee source inc.,1200,pereira,Spot,250,3 lbs,Specialty Coffee Association,2013,January 8 2014,the coffee source inc.,Caturra,,Washed / Wet
1180,Mexico,el encanto,,"el olvido, zentla, veracruz",1104340088,,950,zentla,ERIC JESUS CORDOBA ARROYO,30,1 kg,AMECAFE,2012,September 17 2012,eric jesus cordoba arroyo,Typica,,Washed / Wet
1181,Mexico,la gloria,,"el olvido, zentla, veracruz",1104275271,,750,zentla,ANTONIO CORDOBA MURILLO,50,1 kg,AMECAFE,2012,September 10 2012,eric jesus cordoba arroyo,Typica,,Washed / Wet
1182,Guatemala,conquista / morito,,beneficio ixchel,11/23/0122,"unex guatemala, s.a.",,oriente,Conquista/ Morito,250,1 kg,Asociacion Nacional Del Café,2012,January 13 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
1183,Taiwan,baishencun coffee farm百勝村咖啡莊園,,baishengcun coffee 百勝村咖啡莊園,Taiwan,"red on tree co., ltd.",850,natou county,WU SHU YI 巫叔憶,50,20 kg,Specialty Coffee Association,2014,November 7 2014,"lin, che-hao krude 林哲豪",Typica,,Washed / Wet
1184,Mexico,el aguacate,,cafes de naranjal s.a. de c.v.,1104367469,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,12,1 kg,AMECAFE,2012,September 10 2012,marco virgilio ramirez teliz,Bourbon,,Washed / Wet
1185,Guatemala,las delicias,11/23/0632,beneficio ixchel,11/23/0632,"unex guatemala, s.a.",1219,santa rosa,OTTO BECKER,50,69 kg,Asociacion Nacional Del Café,2017,August 22 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
1186,Honduras,la bendicion,Lot # 331,dry in solar beds,13-154-234,coffee planet corporation s.a,1650,ocotepeque,Jorge Alfredo Pinto,15,69 kg,Instituto Hondureño del Café,2017,July 27 2017,janny marlith torres,Catuai,,Washed / Wet
1187,Guatemala,chapultepec,11/23/0168,beneficio ixchel,11/23/0168,"unex guatemala, s.a.",1320,occidente,CHAPULTEPEC,250,69 kg,Asociacion Nacional Del Café,2016,May 23 2016,juan luis alvarado romero,Bourbon,,Washed / Wet
1188,Guatemala,el chile,,la conquista,11-973-94,mercon guatemala s.a.,1550,nuevo oriente,OVIDIO CARDONA,275,69 kg,Asociacion Nacional Del Café,2015,June 30 2015,juan luis alvarado romero,Catuai,,Washed / Wet
1189,Costa Rica,,,,1,s&d coffee and tea,,san rafael,,1,2 kg,Specialty Coffee Association,2012,December 10 2013,brent hall,Catuai,,Washed / Wet
1190,Mexico,la tejeria,,la tejeria,0,cafeorganico.mx,1550,zaragoza itundujia,HILARIO GARCÍA SANDOVAL,10,1 kg,AMECAFE,2012,September 13 2012,israel eduardo paz garcia,Typica,,Washed / Wet
1191,Mexico,el delirio,,"yajalon, chiapas",2728,,1450,yajalon,SOCIEADAD COOPERATIVA INDUSTRIAL CAFES YAJALON S. C. L.,53,1 kg,AMECAFE,2012,August 30 2012,julio cesar robles flores,Typica,,Washed / Wet
1192,Mexico,various,,various smallholders' wet mills,016/2362/0057,,1200,"pluma hidalogo, oaxaca",Various smallholders,250,6,Specialty Coffee Association,08/09 crop,April 9 2010,masamichi hiroike,Typica,,
1193,Guatemala,las merceditas,11/23/0693,beneficio ixchel,11/23/0693,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69 kg,Asociacion Nacional Del Café,2017,August 23 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
1194,United States (Puerto Rico),hacienda caracolillo,,hacienda alto grande,,"hacienda alto grande, llc.",853,yauco region,Hacienda Alto Grande,18,5 lbs,Specialty Coffee Association,2013,June 9 2014,german negron,Other,,Washed / Wet
1195,Mexico,huanacaxtle,,"zaragoza itundujia, oaxaca",1405792893,cafeorganico.mx,1500,zaragoza itundujia,GUADALUPE HERAS HERNANDEZ,13,1 kg,AMECAFE,2012,September 13 2012,israel eduardo paz garcia,Typica,,Washed / Wet
1196,Mexico,las palmas,,"palo blanco, tlacuilotepec, puebla",1207093598,productores e industrializadores de café orgánico la fe s.c. de r.l.,1100,tlacuilotepec,JUANA RODRIGUEZ GUTIERREZ,10,1 kg,AMECAFE,2012,September 12 2012,juana rodriguez gutierrez,Mundo Novo,,Washed / Wet
1197,Mexico,el desmoronado,,el desmoronado,0,,1200,talpa de allende,BALBINO RAMIREZ FLORES,10,1 kg,AMECAFE,2012,July 3 2012,balbino ramirez flores,Typica,,Washed / Wet
1198,,,,,3-37-1980,,,,,149,70 kg,Almacafé,,March 1 2011,racafe & cia s.c.a,,,
1199,Guatemala,various,,las americas,11-951-388,outspan guatemala s.a.,1219,oriente,Varios,250,69 kg,Asociacion Nacional Del Café,2014,September 11 2014,juan luis alvarado romero,Other,,Washed / Wet
1200,Honduras,various,,cafes finos de exportacion s. de r.l.,13-117-87,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2 kg,Instituto Hondureño del Café,2014,April 26 2014,cafes finos de exportacion s de r.l.,Pacas,,Washed / Wet
1201,Peru,,,,030-0582-0050,sustainable harvest,1400,san ignacio,Frontera,280,69 kg,Specialty Coffee Association,2012,January 8 2013,sustainable harvest coffee,Typica,,Washed / Wet
1202,Mexico,,,"iliatenco, guerrero",0,café monteabuelo s.a. de c.v.,1300,"iliatenco, guerrero",GONZALO DE AQUINO FLORES,14,1 kg,AMECAFE,2012,September 17 2012,gonzalo de aquino flores,Mundo Novo,,Natural / Dry
1203,Mexico,el sauce,,"zaragoza itundujia, oaxaca",2074632,cafeorganico.mx,1550,zaragoza itundujia,JUAN CRUZ RIAÑO,16,1 kg,AMECAFE,2012,September 12 2012,israel eduardo paz garcia,Typica,,Semi-washed / Semi-pulped
1204,Mexico,pico del oro,,"el pacayal, amatenango de la frontera, chiapas",F07016865,café pico de loro,1200,amatenango de la frontera,JUAN AVENAMAR RODRIGUEZ FUNEZ,120,1 kg,AMECAFE,2012,August 30 2012,juan avenamar rodriguez funez,Typica,,Washed / Wet
1205,Mexico,santa teresa,,amsa tuxtla,2222,ecomtrading,1300,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1 kg,AMECAFE,2013,March 12 2013,alfredo bojalil,Typica,,Washed / Wet
1206,Mexico,la pandora,,"zaragoza itundujia, oaxaca",0,cafeorganico.mx,1400,zaragoza itundujia,LUISA ZUÑIGA GARCÍA,14,1 kg,AMECAFE,2012,September 17 2012,israel eduardo paz garcia,Typica,,Washed / Wet
1207,Nicaragua,finca las marías,017-053-0211/053-0212,beneficio atlantic condega,017-053-0211/053-0212,exportadora atlantic s.a,1100,jalapa,Teófilo Narváez,1,1 kg,Instituto Hondureño del Café,2016,May 22 2017,"exportadora atlantic, s.a.",Caturra,,Other
1208,United States (Hawaii),,,kona pacific farmers cooperative,Specialty Coffee Association of America,kona pacific farmers cooperative,,kona,,11,2 lbs,Specialty Coffee Association,2013,January 17 2014,eileen koyanagi,,,Natural / Dry
1209,Guatemala,la castellana,,beneficio ixchel,11/23/1020,"unex guatemala, s.a.",1311,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69 kg,Asociacion Nacional Del Café,2013,July 5 2013,juan luis alvarado romero,Bourbon,,Washed / Wet
1210,Mexico,"la patrona, el trebol, la cadena",,"tlavictepan, huatusco",0,empagri s.p.r. de r.l. de c.v.,1320,veracruz,"JOSE VAZQUEZ CANTON, JOSE ANTONIO JIMENEZ GONZALEZ, IRENEO GARCIA VALDIVIA",20,1 kg,AMECAFE,2012,August 1 2012,octavio augusto diaz trejo,Typica,,Washed / Wet
1211,Mexico,el tesoro,,el tesoro,0,,1250,veracruz,DAMASO MARTINEZ PEREZ,35,1 kg,AMECAFE,2012,July 16 2012,damaso martinez perez,Typica,,Semi-washed / Semi-pulped
1212,Mexico,los encinos,,,11042707999,,1350,"ohuapan, tlaltetela","PEDRO HERRERA GUZMAN, AURELIO GABRIEL HERNANDEZ ,MARIA DE LOURDES DERISTAIN TRESS",10,1 kg,AMECAFE,2012,June 6 2012,"productores de especialidad emiliano zapeata, spr.",Bourbon,,Washed / Wet
1213,China,alicia's farm,,yunnan louis herbs r&d center,LOUIS88,yunnan louis herbs r& d center,1850,yunnan,Yunnan Louis Herbs R&D Center,1,2 kg,Specialty Coffee Association,2013,April 26 2014,adam ciruli ye,Typica,,Washed / Wet
1214,Mexico,los pinos,,los pinoslos pinos,1104374276,,1150,yecuatla,JUAN GARCIA HERNANDEZ,20,1 kg,AMECAFE,2012,September 17 2012,juan garcia hernandez,Caturra,,Washed / Wet
1215,Nicaragua,los saltarines,017-053-0046,beneficio atlantic condega,017-053-0046,exportadora atlantic s.a,,nueva segovia,ADONIS JOSE ORTEZ BELTRAN,275,69 kg,Instituto Hondureño del Café,2016,February 17 2016,"exportadora atlantic, s.a.",,,
1216,Nicaragua,,,,017-053,exportadora atlantic s.a,,,,275,2 kg,Asociación de Cafés Especiales de Nicaragua,2014,March 28 2015,"exportadora atlantic, s.a.",,,Natural / Dry
1217,Guatemala,various,,las americas,11/951/388,outspan guatemala s.a.,1219,oriente,VARIOS,250,69 kg,Asociacion Nacional Del Café,2014,September 4 2014,juan luis alvarado romero,Other,,Washed / Wet
1218,Taiwan,kan tou mountain coffee 崁頭山咖啡館,,kan tou mountain coffee 崁頭山咖啡館,Taiwan,"red on tree co., ltd.",800,"dongshan dist., tainan city 臺南市東山區",GUO JIUN HUNG 郭俊宏 & TSENG RU FENG 曾如楓,50,20 kg,Specialty Coffee Association,2013,July 22 2014,"lin, che-hao krude 林哲豪",Typica,,Washed / Wet
1219,Mexico,grapos el porvenir,,agroindustrias unidas de mexico,1506502938,ecomtrading,1400,tapachula,EPIFANIO GARCIA DE MIGUEL,250,1 kg,AMECAFE,2012,July 26 2012,alfredo bojalil,Typica,,Washed / Wet
1220,Mexico,cofradia,,beneficio de cafetaleros el remudadero s.p.r. de r.l.,"703817078, 703817042, 700137443",organizaciones de productores de cafe colimense sa de cv,1300,cofradia de suchitlan,"J. CARMEN GUZMAN CONCEPCION, IGNACIO RAMIREZ BARAJAS, DIONICIO GARCIA RAMIREZ",50,1 kg,AMECAFE,2012,July 2 2012,organizaciones de productores de cafe colimense,Typica,,Washed / Wet
1221,United States (Hawaii),kona farms,,,HDOA 210542,,,kona,,8,100 lbs,Specialty Coffee Association,,June 21 2011,kona pacific farmers cooperative,,,
1222,Mexico,various,,beneficio san fernando,0016-2795-0008,unión de ejidos san fernando,1600,"sierra, chiapas",Various small producers,280,69 kg,Specialty Coffee Association,2014,April 26 2014,kurt kappeli,Bourbon,,Washed / Wet
1223,Mexico,finca sego,,"villa talea de castro, oaxaca",0,villa talea café,1400,villa talea de castro,REYNALDO OLIVERA RIOS,10,1 kg,AMECAFE,2012,September 14 2012,rosario miguel hernandez,Typica,,Washed / Wet
1224,Mexico,cerca de los angeles,,beneficio seco de cafe de la soc. coop. tzotzilotic tzobolotic scl,1506868415,,1200,los angeles,FRANCISCO RUIZ NUÑEZ,20,1 kg,AMECAFE,2012,July 26 2012,francisco ruiz nunez,Caturra,,Washed / Wet
1225,Brazil,santa maria,,,002/4542/0213,bourbon specialty coffees,,monte carmelo,Manoel Cardoso and Galileo Cardoso,300,60 kg,Brazil Specialty Coffee Association,2014/2015,December 16 2014,bourbon specialty coffees,Catuai,,Natural / Dry
1226,Mexico,el naranjo,,"zaragoza itundujia, oaxaca",0,cafeorganico.mx,1500,zaragoza itundujia,LAMBERTO JOSÉ GARCÍA,10,1 kg,AMECAFE,2012,September 14 2012,israel eduardo paz garcia,Typica,,Washed / Wet
1227,United States (Hawaii),,,,K#1 21614,kona pacific farmers cooperative,,kona,,5,100 lbs,Specialty Coffee Association,2014,March 19 2014,eileen koyanagi,Hawaiian Kona,,Natural / Dry
1228,Guatemala,various,,las americas,11-951-136,outspan guatemala s.a.,1219,oriente,VARIOS,275,69 kg,Asociacion Nacional Del Café,2014,February 27 2014,juan luis alvarado romero,Other,,Washed / Wet
1229,Guatemala,el sacramento,,beneficio ixchel,11/23/0334,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,1 kg,Asociacion Nacional Del Café,2012,February 7 2013,juan luis alvarado romero,Bourbon,,Washed / Wet
1230,Mexico,llano hermoso,,"llano hermoso, xochitonalco huautla, oaxaca",0,asociación agricola local de productores de café de huautla de jimenez        ,1300,"xochitonalco, huautla        ",PABLO CERVANTES MORELOS        ,100,1 kg,AMECAFE,2012,September 11 2012,pablo cervantes morelos        ,Typica,,Natural / Dry
1231,Guatemala,conquista / morito,,beneficio ixchel,11/23/0101,"unex guatemala, s.a.",,oriente,Conquista/ Morito,250,1 kg,Asociacion Nacional Del Café,2012,January 13 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
1232,United States (Hawaii),,,,KP120314,kona pacific farmers cooperative,,kona,,18,100 lbs,Specialty Coffee Association,2014,January 20 2015,eileen koyanagi,Hawaiian Kona,,Natural / Dry
1233,United States (Hawaii),,,,2209401 KONA PRIME,kona pacific farmers cooperative,,kona,,5,100 lbs,Specialty Coffee Association,2012,May 24 2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry
1234,Indonesia,various,sran-ijen,east java,,pt. shriya artha nusantara,1300,ijen,vary farms,2,1 kg,Specialty Coffee Association of Indonesia,2016,July 18 2017,sanjava coffee,Java,,Washed / Wet
1235,Mexico,,,"cordoba, ver.",1104341113,,1050,cordoba,CONSUELO GONZALEZ GOMEZ,320,1 kg,AMECAFE,2012,July 11 2012,gustavo amieva gonzalez,Typica,,Washed / Wet
1236,Taiwan,大鋤花間 (hoe vs. flower coffee farm),2017台南市精品咖啡評鑑批次 Specialty Coffee Evaluation of Tainan 2017 lot.20161230,大鋤花間 (hoe vs. flower coffee farm),Taiwan,taiwan coffee laboratory,650,"台南市東山區( dongshan dist., tainan city)","林俊吉( Lin, Chun-Chi)",8,10 kg,Specialty Coffee Association,2016,June 6 2017,"lin, che-hao krude 林哲豪",Yellow Bourbon,,Washed / Wet
1237,Honduras,various,,cafes finos de exportacion s. de r.l.,13-117-88,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2 kg,Instituto Hondureño del Café,2014,May 15 2014,cafes finos de exportacion s de r.l.,Pacas,,Natural / Dry
1238,United States (Hawaii),,,,KF 21614,kona pacific farmers cooperative,,kona,,5,100 lbs,Specialty Coffee Association,2014,March 18 2014,eileen koyanagi,Hawaiian Kona,,Natural / Dry
1239,Guatemala,various,,las americas,11-951-136,outspan guatemala s.a.,1219,oriente,VARIOS,275,69 kg,Asociacion Nacional Del Café,2014,February 7 2014,juan luis alvarado romero,Other,,Washed / Wet
1240,China,hani,,hani,na,greenhouse coffee china,1200,yunnan,GreenHouse Coffee,16,2 kg,Specialty Coffee Association,2013,September 5 2013,samuel eli gurel,Typica,,Washed / Wet
1241,Guatemala,la union monte verde,,beneficio ixchel,11/9772/3,"unex guatemala, s.a.",1311,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69 kg,Asociacion Nacional Del Café,2013,April 29 2013,juan luis alvarado romero,Bourbon,,Washed / Wet
1242,Mexico,finca la fortuna,,finca la fortuna,1506558883,industrializadora de kaffee andes s.a. de c.v.,850,"motozintla, chiapas",MARIO GARCÍA,10,1 kg,AMECAFE,2012,September 11 2012,alejandro garcia palacios,Other,,Washed / Wet
1243,Colombia,,,,03/01/1632,,,,,202,70 kg,Specialty Coffee Association,,December 1 2011,mao-heng chu,,,
1244,Costa Rica,several,,several,5-545-0007,santa laura exportadora de cafe s.l.e.c. s.a.,1200,occidental,Beneficio la Eva S.A.,250,1 kg,Specialty Coffee Association of Costa Rica,2014,February 3 2015,santa laura exportadora de cafe s.l.e.c. s.a.,Caturra,,Washed / Wet
1245,Mexico,el regadito,,el regadito,0,,1248,petatlan,GUSTAVO ABARCA SOLIS,50,1 kg,AMECAFE,2012,July 26 2012,gustavo abarca solis,Typica,,Washed / Wet
1246,Guatemala,conquista / morito,,beneficio ixchel,11/23/0121,"unex guatemala, s.a.",,oriente,Conquista/ Morito,250,1 kg,Asociacion Nacional Del Café,2012,January 13 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
1247,Nicaragua,el brigadum - la coronela,017/105/16039,dry mill,16039,"beneficiadora norteña de cafe, s. a. (bencafe)",1000,jinotega,MARCIO ALBERTO RIVERA CASTELLON,275,69 kg,Specialty Coffee Association of Costa Rica,2016,February 29 2016,"bencafe, s. a.",,,
1248,Brazil,,,n/a,n/a,green mountain coffee,,,n/a,1,5 lbs,Specialty Coffee Association,2014,August 25 2014,cafe politico,,,Washed / Wet
1249,Guatemala,el sacramento,,beneficio ixchel,11/23/0333,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,1 kg,Asociacion Nacional Del Café,2013,February 7 2013,juan luis alvarado romero,Bourbon,,Washed / Wet
1250,Taiwan,"dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡",,"dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡",Taiwan,"red on tree co., ltd.",775,"dongshan dist., tainan city 臺南市東山區",Chen Shuei Lian 陳水連,100,10 kg,Specialty Coffee Association,2012,May 29 2013,"lin, che-hao krude 林哲豪",Typica,,Washed / Wet
1251,United States (Hawaii),,,,KP3150140,kona pacific farmers cooperative,,kona,,5,100 lbs,Specialty Coffee Association,2013,May 3 2013,kona pacific farmers cooperative,,,Natural / Dry
1252,Mexico,rancho los laureles,,rancho los laureles,110548082,,1300,coatepec,RUBRIA OCHOA BELLO,23,1 kg,AMECAFE,2012,September 17 2012,stephany escamilla femat,Typica,,Washed / Wet
1253,Guatemala,la esperanza y anexos,,beneficio ixchel,11/426/1,"unex guatemala, s.a.",1311,oriente,MARGARITA DE NUYENS Y/O CARLOS NUYENS,250,1 kg,Asociacion Nacional Del Café,2013,January 29 2013,juan luis alvarado romero,Bourbon,,Washed / Wet
1254,Brazil,fazenda capoeirnha,020/17,dry mill,002/1660/0080,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,October 20 2017,ipanema coffees,Bourbon,,Natural / Dry
1255,Guatemala,various,,las americas,11-951-136,outspan guatemala s.a.,1219,oriente,VARIOS,275,69 kg,Asociacion Nacional Del Café,2014,April 8 2014,juan luis alvarado romero,Other,,Washed / Wet
1256,Mexico,el naranjo,,"zaragoza itundujia, oaxaca",0,cafeorganico.mx,1500,zaragoza itundujia,AQUILINO GARCÍA RIAÑO,10,1 kg,AMECAFE,2012,September 13 2012,israel eduardo paz garcia,Typica,,Washed / Wet
1257,Haiti,mixed,,kkkld,,haiti coffee,825,"dondon, haiti",Mixed,1,4 lbs,Specialty Coffee Association,2013,May 5 2014,myriam kaplan-pasternak,Typica,,Washed / Wet
